underlying,ticker,vencimento,dias_uteis,fm,mod,strike,ai_otm,dist_perc_strike,ultimo,var_perc,data_hora,num_neg,vol_financeiro,vol_impl_perc,delta,gamma,theta_dolar,theta_perc,vega,iq,coberto,travado,descoberto,titulares,lancadores,earnings_yield_ttm,pe_ttm,Status_Moneyness,%_Alta_p_2x,Status_2x,Status_Liquidez,Status_Theta,moneyness_score,liquidez_score,dobro_score,theta_score,score_total
NATU3,NATUL950,18/12/2026,269,,E,"9,50",OTM,"+21,48","1,30","+4,00",12/11/2025,1,"130,00","42,4","0,5661","0,1131","-0,0044","-0,34","3,2252","4,00",0,0,10.000,4,1,,,20%+ OTM (loteria),"29,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
NATU3,NATUB950,19/02/2027,308,,E,"9,50",OTM,"+21,48","1,80","-40,98",22/10/2025,4,"726,00","39,1","0,6586","0,0970","-0,0044","-0,24","3,5480","2,00",0,0,600,2,1,,,20%+ OTM (loteria),"34,9",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETR3,PETRK416,19/11/2026,249,,E,"41,60",OTM,"+19,10","2,00",,03/11/2025,1,"269.800,00","26,6","0,3851","0,0446","-0,0124","-0,62","12,3167","1,00",0,0,134.900,1,1,,,15-20% OTM,"14,9",Dobra com até 20% no ativo,Alta,Theta médio,0,2,2,0,4
PETR4,PETRL194,18/12/2026,269,,E,"17,32",ITM,"-47,03","18,70","+7,47",14/11/2025,2,"5.612,00","61,0","0,9998","0,0001","-0,0088","-0,05","0,0232","7,65",12.700,0,146.300,130,17,,,ITM,"57,2",Precisa de 40%+ no ativo,Média,Theta baixo,0,1,0,1,2
PETR4,PETRL233,18/12/2026,269,,E,"23,32",ITM,"-28,68","9,90","-0,50",31/10/2025,4,"14.846,00",,,,,,,"0,67",3.500,0,1.500,2,3,,,ITM,,,Média,,0,1,0,0,1
PETR4,PETRA241,15/01/2027,285,,E,"24,10",ITM,"-26,30",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRA246,15/01/2027,285,,E,"24,60",ITM,"-24,77",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRA251,15/01/2027,285,,E,"25,10",ITM,"-23,24",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRA255,15/01/2027,285,,E,"25,60",ITM,"-21,71",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRA26,15/01/2027,285,,E,"26,10",ITM,"-20,18","8,09","0,00",03/11/2025,2,"4.859,00","19,1","0,9449","0,0180","-0,0131","-0,16","3,5970","2,00",0,200,200,2,1,,,ITM,"26,2",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETR4,PETRA265,15/01/2027,285,,E,"26,60",ITM,"-18,65",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRG269,16/07/2027,410,,E,"26,90",ITM,"-17,74","11,36","+5,57",14/11/2025,1,"1.136,00","18,9","0,9368","0,0171","-0,0122","-0,11","4,7811","1,88",0,13.200,1.900,15,8,,,ITM,"37,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETR4,PETRA27,15/01/2027,285,,E,"27,10",ITM,"-17,13",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
PETR4,PETRA275,15/01/2027,285,,E,"27,60",ITM,"-15,60","9,99","+20,94",11/11/2025,2,"5.995,00","15,7","0,9864","0,0062","-0,0139","-0,14","1,2348","1,00",0,0,100,1,1,,,ITM,"31,0",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
PETR4,PETRG320,16/07/2027,410,,E,"31,40",ITM,"-3,98","8,42","+0,23",14/11/2025,8,"107.521,00","15,6","0,9438","0,0172","-0,0143","-0,17","4,7811","1,30",2.800,0,942.500,39,30,,,ITM,"27,3",Dobra com 20-40% no ativo,Alta,Theta baixo,0,2,1,1,4
PETR4,PETRG359,16/07/2027,410,,E,"35,90",OTM,"+9,79","6,25","+4,16",14/11/2025,2,"3.125,00","21,0","0,6465","0,0458","-0,0125","-0,20","14,3995","0,31",1.000,17.800,17.200,4,13,,,5-15% OTM (aposta),"29,6",Dobra com 20-40% no ativo,Baixa,Theta baixo,1,0,1,1,3
PETR4,PETRA37,15/01/2027,285,,E,"37,10",OTM,"+13,46","3,98","+10,55",11/11/2025,1,"398,00","24,6","0,4868","0,0503","-0,0124","-0,31","12,8603","0,83",100,1.100,2.000,5,6,,,5-15% OTM (aposta),"25,0",Dobra com 20-40% no ativo,Baixa,Theta baixo,1,0,1,1,3
PETR4,PETRG399,16/07/2027,410,,E,"39,90",OTM,"+22,02","2,93","+4,64",04/11/2025,1,"2.930,00","21,4","0,5194","0,0471","-0,0113","-0,39","15,7186","0,50",100,0,26.500,2,4,,,20%+ OTM (loteria),"17,3",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
PETR4,PETRI399,17/09/2027,454,,E,"40,00",OTM,"+22,32","4,76","+3,47",13/11/2025,10,"780.056,00","21,2","0,5486","0,0458","-0,0116","-0,24","16,1988","0,69",400,100,98.300,11,16,,,20%+ OTM (loteria),"26,5",Dobra com 20-40% no ativo,Alta,Theta baixo,0,2,1,1,4
PETR4,PETRI13,17/09/2027,454,,E,"40,50",OTM,"+23,85","3,00","-5,66",04/11/2025,1,"900,00","19,7","0,5291","0,0492","-0,0112","-0,37","16,3144","0,50",0,100,300,1,2,,,20%+ OTM (loteria),"17,3",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
PETR4,PETRH410,20/08/2027,435,,E,"41,00",OTM,"+25,38","4,00","+21,21",11/11/2025,2,"800,00","18,3","0,6288","0,0470","-0,0135","-0,34","16,5617","0,54",2.700,0,266.400,7,13,,,20%+ OTM (loteria),"19,5",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
PETR4,PETRI10,17/09/2027,454,,E,"41,00",OTM,"+25,38",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
PETR4,PETRI11,17/09/2027,454,,E,"41,50",OTM,"+26,91","2,73","-9,00",16/10/2025,2,"2.716,00","21,1","0,4816","0,0464","-0,0104","-0,38","16,1957","0,80",1.100,0,161.100,4,5,,,20%+ OTM (loteria),"17,3",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
PETR4,PETRF430,18/06/2027,390,,E,"41,58",OTM,"+27,16","3,67","+3,38",14/11/2025,4,"5.092,00","23,2","0,4323","0,0449","-0,0104","-0,28","14,8863","0,55",10.100,0,71.800,18,33,,,20%+ OTM (loteria),"26,0",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
PETR4,PETRI419,17/09/2027,454,,E,"42,00",OTM,"+28,44","4,20","+5,00",14/11/2025,1,"2.940,00","20,7","0,4953","0,0463","-0,0108","-0,26","16,6140","0,23",6.600,0,9.900,3,13,,,20%+ OTM (loteria),"25,9",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETR4,PETRG450,16/07/2027,410,,E,"44,40",OTM,"+35,78","3,00","+11,11",14/11/2025,1,"300,00","22,0","0,3654","0,0439","-0,0093","-0,31","14,6159","0,32",3.000,1.100,1.130.400,8,25,,,20%+ OTM (loteria),"25,1",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETR4,PETRA456,15/01/2027,285,,E,"45,60",OTM,"+39,45","2,00",,14/11/2025,1,"15.000,00","27,6","0,3549","0,0384","-0,0121","-0,60","13,0953","1,00",0,0,7.500,1,1,,,20%+ OTM (loteria),"17,2",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
PETR4,PETRC48,19/03/2027,328,,E,"45,85",OTM,"+40,21","1,95","+3,17",14/11/2025,1,"585,00","24,6","0,2762","0,0383","-0,0083","-0,42","11,8628","1,63",19.200,0,783.000,67,41,,,20%+ OTM (loteria),"21,6",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
PETZ3,PETZL513,18/12/2026,269,,E,"5,13",OTM,"+27,30","0,33","+3,12",28/10/2025,2,"65,00","35,1","0,4328","0,2767","-0,0017","-0,52","1,5932","0,75",200,0,6.100,3,4,,,20%+ OTM (loteria),"18,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
PETZ3,PETZD900,16/04/2027,347,,E,"9,00",OTM,"+123,33","0,12","+33,33",29/10/2025,1,"36,00","43,3","0,1494","0,1211","-0,0009","-0,75","1,0311","4,00",0,0,700,4,1,,,20%+ OTM (loteria),"19,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
PETZ3,PETZD100,16/04/2027,347,,E,"10,00",OTM,"+148,14","0,11","+57,14",13/11/2025,2,"110,00","43,0","0,1310","0,1037","-0,0009","-0,82","1,0139","1,00",0,0,1.000,1,1,,,20%+ OTM (loteria),"20,8",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
PETZ3,PETZD110,16/04/2027,347,,E,"11,00",OTM,"+172,95",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
PRIO3,PRIOK467,19/11/2026,249,,E,"46,75",OTM,"+17,49","4,07","+67,48",12/11/2025,3,"1.744,00","27,6","0,5316","0,0363","-0,0187","-0,46","15,7444","1,00",0,0,2.200,1,1,,,15-20% OTM,"19,2",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
QUAL3,QUALK550,19/11/2026,249,,E,"5,49",OTM,"+139,74","0,10",,21/10/2025,2,"24,00","50,4","0,1761","0,1975","-0,0008","-0,80","0,6726","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"24,8",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALL550,18/12/2026,269,,E,"5,49",OTM,"+139,74","0,13","0,00",14/11/2025,1,"13,00","63,3","0,2093","0,1977","-0,0010","-0,77","0,6611","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"27,1",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALA550,15/01/2027,285,,E,"5,49",OTM,"+139,74","0,05","-28,57",24/07/2025,2,"180,00","56,8","0,1704","0,2047","-0,0006","-1,10","0,5527","1,00",4.600,0,1.500,2,2,,,20%+ OTM (loteria),"12,8",Dobra com até 20% no ativo,Baixa,Theta alto,0,0,2,0,2
QUAL3,QUALB550,19/02/2027,308,,E,"5,49",OTM,"+139,74","0,16",,31/10/2025,2,"40,00","49,0","0,2394","0,2134","-0,0010","-0,63","0,9220",,,,,,,,,20%+ OTM (loteria),"29,2",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALH650,20/08/2027,435,,E,"6,50",OTM,"+183,84","0,16",,22/10/2025,2,"752,00","49,8","0,2286","0,1875","-0,0008","-0,50","0,9818","1,00",0,0,4.700,1,1,,,20%+ OTM (loteria),"30,6",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALC700,19/03/2027,328,,E,"6,99",OTM,"+205,24","0,12","0,00",21/10/2025,1,"84,00","55,4","0,1773","0,1586","-0,0008","-0,67","0,7687","1,00",1.000,0,20.700,1,1,,,20%+ OTM (loteria),"29,6",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALH700,20/08/2027,435,,E,"7,00",OTM,"+205,68","0,14",,22/10/2025,1,"280,00","50,3","0,2029","0,1723","-0,0007","-0,50","0,9199","1,00",0,0,2.000,1,1,,,20%+ OTM (loteria),"30,1",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALC800,19/03/2027,328,,E,"7,99",OTM,"+248,91","0,12","+9,09",25/04/2025,2,"132,00","55,4","0,1760","0,1504","-0,0006","-0,50","0,8038","0,50",0,0,15.300,1,2,,,20%+ OTM (loteria),"29,8",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALH800,20/08/2027,435,,E,"8,00",OTM,"+249,34","0,15","+7,14",28/10/2025,1,"30,00","50,6","0,1950","0,1496","-0,0008","-0,53","1,0048","0,50",300,0,700,1,2,,,20%+ OTM (loteria),"33,6",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALC100,19/03/2027,328,,E,"9,99",OTM,"+336,24","0,09","-18,18",06/10/2025,1,"45,00","64,2","0,1415","0,1227","-0,0006","-0,65","0,6381","3,00",10.000,0,7.600,3,1,,,20%+ OTM (loteria),"27,8",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
QUAL3,QUALC120,19/03/2027,328,,E,"11,99",OTM,"+423,58","0,07","+16,67",30/05/2025,2,"13,00","59,6","0,0842","0,0890","-0,0004","-0,51","0,4503","1,00",7.900,0,7.900,2,2,,,20%+ OTM (loteria),"36,3",Dobra com 20-40% no ativo,Baixa,Theta médio,0,0,1,0,1
RDOR3,RDORL412,18/12/2026,269,,E,"41,24",ITM,"-10,46","9,23",,03/11/2025,2,"1.858,00","24,7","0,8228","0,0233","-0,0207","-0,22","11,7401",,,,,,,,,ITM,"24,4",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
RDOR3,RDORA544,15/01/2027,285,,E,"54,49",OTM,"+18,30","4,77",,11/11/2025,4,"681.414,00","24,5","0,5507","0,0329","-0,0204","-0,43","19,4216","1,00",0,0,150.000,1,1,,,15-20% OTM,"18,8",Dobra com até 20% no ativo,Alta,Theta baixo,0,2,2,1,5
RDOR3,RDORL549,18/12/2026,269,,E,"54,99",OTM,"+19,39","3,88",,11/11/2025,2,"337.777,00","22,5","0,5133","0,0371","-0,0195","-0,50","19,0196","1,00",87.000,0,0,1,1,,,15-20% OTM,"16,4",Dobra com até 20% no ativo,Alta,Theta médio,0,2,2,0,4
RDOR3,RDORK572,19/11/2026,249,,E,"58,24",OTM,"+26,44","3,02","+9,81",14/11/2025,2,"619,00","25,3","0,4134","0,0335","-0,0186","-0,62","17,8456","1,00",1.600,0,0,1,1,,,20%+ OTM (loteria),"15,9",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
RDOR3,RDORJ608,15/10/2027,473,,E,"60,80",OTM,"+32,00","5,00",,06/11/2025,1,"500.000,00","15,9","0,6107","0,0369","-0,0184","-0,37","25,1085","1,00",100.000,0,0,1,1,,,20%+ OTM (loteria),"17,8",Dobra com até 20% no ativo,Alta,Theta baixo,0,2,2,1,5
RDOR3,RDORJ618,15/10/2027,473,,E,"61,80",OTM,"+34,17","5,00",,06/11/2025,1,"80.000,00","17,4","0,5826","0,0343","-0,0181","-0,36","25,5577","1,00",16.000,0,0,1,1,,,20%+ OTM (loteria),"18,6",Dobra com até 20% no ativo,Alta,Theta baixo,0,2,2,1,5
RECV3,RECVB119,19/02/2027,308,,E,"11,98",OTM,"+8,12","2,12","0,00",14/11/2025,1,"212,00","28,4","0,7138","0,0954","-0,0055","-0,26","4,2676","10,00",0,0,5.200,10,1,,,5-15% OTM (aposta),"26,8",Dobra com 20-40% no ativo,Baixa,Theta baixo,1,0,1,1,3
RECV3,RECVF120,18/06/2027,390,,E,"12,00",OTM,"+8,30","2,42","-6,92",12/11/2025,2,"2.904,00","25,8","0,7581","0,0857","-0,0051","-0,21","4,4053","0,50",1.800,0,1.200,1,2,,,5-15% OTM (aposta),"28,8",Dobra com 20-40% no ativo,Baixa,Theta baixo,1,0,1,1,3
RECV3,RECVB129,19/02/2027,308,,E,"12,98",OTM,"+17,15",,,,,,,,,,,,,,,,,,,,15-20% OTM,,,,,0,0,0,0,0
RECV3,RECVF130,18/06/2027,390,,E,"13,00",OTM,"+17,33","1,98","-2,46",14/11/2025,2,"1.982,00","27,5","0,6650","0,0947","-0,0051","-0,26","5,1008","0,50",0,3.000,7.000,1,2,,,15-20% OTM,"26,9",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
RECV3,RECVK139,19/11/2026,249,,E,"13,98",OTM,"+26,17","0,48",,10/11/2025,1,"2.640,00","13,9","0,4339","0,2431","-0,0040","-0,83","4,5940","1,00",0,0,5.500,1,1,,,20%+ OTM (loteria),"10,0",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
RECV3,RECVB139,19/02/2027,308,,E,"13,98",OTM,"+26,17",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RECV3,RECVF14,18/06/2027,390,,E,"14,00",OTM,"+26,35",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTL349,18/12/2026,269,,E,"34,49",ITM,"-21,70","8,44",,15/10/2025,3,"2.562,00","30,8","0,7872","0,0245","-0,0176","-0,21","11,1712","0,50",0,0,200,1,2,,,ITM,"24,3",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
RENT3,RENTL364,18/12/2026,269,,E,"36,49",ITM,"-17,16",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
RENT3,RENTD386,16/04/2027,347,,E,"38,63",ITM,"-12,30","10,00",,06/11/2025,1,"3.000,00","14,4","0,9545","0,0136","-0,0184","-0,18","4,6656","1,00",0,0,300,1,1,,,ITM,"23,8",Dobra com 20-40% no ativo,Baixa,Theta baixo,0,0,1,1,2
RENT3,RENTJ610,16/10/2026,226,,E,"59,40",OTM,"+34,85","4,35","+245,24",29/05/2025,5,"13.675,00","30,6","0,4475","0,0250","-0,0180","-0,41","20,4150","1,00",0,0,100,1,1,,,20%+ OTM (loteria),"22,1",Dobra com 20-40% no ativo,Média,Theta baixo,0,1,1,1,3
RENT3,RENTJ630,16/10/2026,226,,E,"61,40",OTM,"+39,39",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTJ650,16/10/2026,226,,E,"63,40",OTM,"+43,93",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTE650,21/05/2027,371,,E,"64,13",OTM,"+45,58","1,56",,25/08/2025,1,"312,00","30,4","0,2333","0,0223","-0,0087","-0,56","13,8334","1,00",0,200,0,1,1,,,20%+ OTM (loteria),"15,2",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
RENT3,RENTJ680,16/10/2026,226,,E,"66,40",OTM,"+50,74",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTC675,19/03/2027,328,,E,"66,63",OTM,"+51,26",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTE680,21/05/2027,371,,E,"67,13",OTM,"+52,40",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTJ700,16/10/2026,226,,E,"68,40",OTM,"+55,28",,,,,,,,,,,,,,,,,,,,20%+ OTM (loteria),,,,,0,0,0,0,0
RENT3,RENTE700,21/05/2027,371,,E,"69,13",OTM,"+56,94","3,21","+41,40",11/11/2025,199,"1.620.986,00","32,9","0,3403","0,0211","-0,0153","-0,48","19,3382","1,50",1.350.000,0,100,3,2,,,20%+ OTM (loteria),"21,4",Dobra com 20-40% no ativo,Alta,Theta baixo,0,2,1,1,4
SANB11,SANBG239,17/07/2026,163,,E,"23,49",ITM,"-30,46",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
SANB11,SANBJ239,16/10/2026,226,,E,"23,49",ITM,"-30,46",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
SANB11,SANBJ254,16/10/2026,226,,E,"24,99",ITM,"-26,02",,,,,,,,,,,,,,,,,,,,ITM,,,,,0,0,0,0,0
SANB11,SANBG284,17/07/2026,163,,E,"27,99",ITM,"-17,14","3,83",,22/10/2025,2,"770,00","20,0","0,7849","0,0608","-0,0148","-0,39","7,0151","1,00",0,100,0,1,1,,,ITM,"14,4",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
SANB11,SANBJ284,16/10/2026,226,,E,"27,99",ITM,"-17,14","8,30",,11/11/2025,2,"6.640,00",,,,,,,"0,50",700,0,100,1,2,,,ITM,,,Média,,0,1,0,0,1
SANB11,SANBG329,17/07/2026,163,,E,"32,49",ITM,"-3,82","3,35","+80,10",04/11/2025,2,"679,00","19,9","0,7063","0,0664","-0,0165","-0,49","8,9975","1,00",0,600,15.300,1,1,,,ITM,"14,0",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
SANB11,SANBJ329,16/10/2026,226,,E,"32,49",ITM,"-3,82","3,90","+48,85",31/10/2025,1,"390,00","18,9","0,7337","0,0578","-0,0152","-0,39","9,9034","3,00",0,0,800,3,1,,,ITM,"15,7",Dobra com até 20% no ativo,Baixa,Theta baixo,0,0,2,1,3
SANB11,SANBG334,17/07/2026,163,,E,"32,99",ITM,"-2,34","1,47","+2,79",23/10/2025,4,"605,00","19,8","0,4487","0,0825","-0,0120","-0,82","9,5633","1,00",0,0,300,1,1,,,ITM,"9,7",Dobra com até 20% no ativo,Baixa,Theta médio,0,0,2,0,2
SANB11,SANBJ334,16/10/2026,226,,E,"32,99",ITM,"-2,34","2,08",,22/10/2025,16,"37.427,00","19,4","0,5256","0,0735","-0,0121","-0,58","11,1101","1,00",0,0,8.400,1,1,,,ITM,"11,7",Dobra com até 20% no ativo,Média,Theta médio,0,1,2,0,3
SANB11,SANBG349,17/07/2026,163,,E,"34,49",OTM,"+2,10","0,96",,22/10/2025,4,"403,00","20,0","0,3314","0,0755","-0,0098","-1,02","8,7160","1,00",0,0,100,1,1,,,0-5% OTM (colada),"8,6",Dobra com até 20% no ativo,Baixa,Theta alto,2,0,2,0,4
SANB11,SANBJ349,16/10/2026,226,,E,"34,49",OTM,"+2,10","2,55","+50,88",30/10/2025,2,"520,00","18,7","0,5846","0,0700","-0,0137","-0,54","11,5998","1,00",0,0,4.200,1,1,,,0-5% OTM (colada),"12,9",Dobra com até 20% no ativo,Baixa,Theta médio,2,0,2,0,4
SANB11,SANBJ354,16/10/2026,226,,E,"34,99",OTM,"+3,58","3,21","+10,68",07/11/2025,2,"652,00","19,3","0,6453","0,0626","-0,0152","-0,47","11,4627","0,50",0,0,134.000,1,2,,,0-5% OTM (colada),"14,7",Dobra com até 20% no ativo,Baixa,Theta baixo,2,0,2,1,5
